busco_coleoptera_odb12,Coleoptera_ALG
83776at7041,C6
8445at7041,C6
84753at7041,C6
84932at7041,C6
84939at7041,C6
85134at7041,C6
8514at7041,C6
85814at7041,C6
86119at7041,C6
86658at7041,C6
8676at7041,C6
88900at7041,C6
89686at7041,C6
90773at7041,C6
90924at7041,C6
91003at7041,C6
91119at7041,C6
91895at7041,C6
92632at7041,C6
92884at7041,C6
94438at7041,C6
94481at7041,C6
95149at7041,C6
9549at7041,C6
96351at7041,C6
97268at7041,C6
97990at7041,C6
98385at7041,C6
99309at7041,C6
99450at7041,C6
100009at7041,C7
101361at7041,C7
101570at7041,C7
104265at7041,C7
104543at7041,C7
105189at7041,C7
105452at7041,C7
108457at7041,C7
109450at7041,C7
109569at7041,C7
111099at7041,C7
114788at7041,C7
117371at7041,C7
117426at7041,C7
11822at7041,C7
11882at7041,C7
119223at7041,C7
11954at7041,C7
119690at7041,C7
119941at7041,C7
120016at7041,C7
120833at7041,C7
12144at7041,C7
121476at7041,C7
121645at7041,C7
122857at7041,C7
123332at7041,C7
123488at7041,C7
123788at7041,C7
124357at7041,C7
127523at7041,C7
13483at7041,C7
13715at7041,C7
14349at7041,C7
14843at7041,C7
15522at7041,C7
15926at7041,C7
1605at7041,C7
163451at7041,C7
163521at7041,C7
163546at7041,C7
163561at7041,C7
163583at7041,C7
163661at7041,C7
163724at7041,C7
163870at7041,C7
163905at7041,C7
163951at7041,C7
164186at7041,C7
164288at7041,C7
164313at7041,C7
164346at7041,C7
164519at7041,C7
164525at7041,C7
164552at7041,C7
164590at7041,C7
164730at7041,C7
164848at7041,C7
164854at7041,C7
165015at7041,C7
165095at7041,C7
165243at7041,C7
165261at7041,C7
165477at7041,C7
165609at7041,C7
165711at7041,C7
165733at7041,C7
165776at7041,C7
165778at7041,C7
165965at7041,C7
166044at7041,C7
166168at7041,C7
166194at7041,C7
166198at7041,C7
166247at7041,C7
166271at7041,C7
166272at7041,C7
166300at7041,C7
166968at7041,C7
167002at7041,C7
167048at7041,C7
167057at7041,C7
167130at7041,C7
167438at7041,C7
167456at7041,C7
167591at7041,C7
167598at7041,C7
167691at7041,C7
168275at7041,C7
168298at7041,C7
168331at7041,C7
168375at7041,C7
168632at7041,C7
168688at7041,C7
168746at7041,C7
168776at7041,C7
168801at7041,C7
168838at7041,C7
169025at7041,C7
169095at7041,C7
169212at7041,C7
169312at7041,C7
169495at7041,C7
169651at7041,C7
169677at7041,C7
169716at7041,C7
169725at7041,C7
169776at7041,C7
169813at7041,C7
169936at7041,C7
170191at7041,C7
170338at7041,C7
170368at7041,C7
170427at7041,C7
170444at7041,C7
170466at7041,C7
170824at7041,C7
170838at7041,C7
171131at7041,C7
18633at7041,C7
18652at7041,C7
19382at7041,C7
20748at7041,C7
22123at7041,C7
23717at7041,C7
24551at7041,C7
24761at7041,C7
25283at7041,C7
25396at7041,C7
27311at7041,C7
29244at7041,C7
29941at7041,C7
30096at7041,C7
30445at7041,C7
30779at7041,C7
31110at7041,C7
31497at7041,C7
32197at7041,C7
32218at7041,C7
32513at7041,C7
34155at7041,C7
34450at7041,C7
34831at7041,C7
35200at7041,C7
35843at7041,C7
36809at7041,C7
37666at7041,C7
37756at7041,C7
37869at7041,C7
40638at7041,C7
42350at7041,C7
425at7041,C7
42608at7041,C7
447at7041,C7
4511at7041,C7
46077at7041,C7
46294at7041,C7
46425at7041,C7
46657at7041,C7
47542at7041,C7
48226at7041,C7
48263at7041,C7
48637at7041,C7
48918at7041,C7
48at7041,C7
49181at7041,C7
49236at7041,C7
49330at7041,C7
49628at7041,C7
49753at7041,C7
50041at7041,C7
50237at7041,C7
50992at7041,C7
51186at7041,C7
51646at7041,C7
52614at7041,C7
53308at7041,C7
54012at7041,C7
54135at7041,C7
55434at7041,C7
56454at7041,C7
57244at7041,C7
5860at7041,C7
59696at7041,C7
6110at7041,C7
61327at7041,C7
61817at7041,C7
62128at7041,C7
63239at7041,C7
63764at7041,C7
64120at7041,C7
64415at7041,C7
64925at7041,C7
6516at7041,C7
6674at7041,C7
66856at7041,C7
67298at7041,C7
67668at7041,C7
68146at7041,C7
6913at7041,C7
69672at7041,C7
69711at7041,C7
69820at7041,C7
70060at7041,C7
70068at7041,C7
70566at7041,C7
72130at7041,C7
72709at7041,C7
73659at7041,C7
75014at7041,C7
75550at7041,C7
76177at7041,C7
76568at7041,C7
76602at7041,C7
78356at7041,C7
78665at7041,C7
7976at7041,C7
80745at7041,C7
80757at7041,C7
81311at7041,C7
81824at7041,C7
82297at7041,C7
83264at7041,C7
84698at7041,C7
85097at7041,C7
85602at7041,C7
86219at7041,C7
86307at7041,C7
87384at7041,C7
8776at7041,C7
89369at7041,C7
89616at7041,C7
898at7041,C7
90290at7041,C7
90732at7041,C7
90748at7041,C7
91451at7041,C7
91697at7041,C7
92911at7041,C7
93028at7041,C7
93181at7041,C7
93372at7041,C7
93655at7041,C7
94386at7041,C7
95883at7041,C7
97288at7041,C7
97882at7041,C7
99364at7041,C7
9981at7041,C7
10053at7041,CX
103293at7041,CX
103749at7041,CX
10380at7041,CX
104684at7041,CX
105229at7041,CX
105749at7041,CX
105766at7041,CX
106710at7041,CX
107087at7041,CX
107601at7041,CX
109245at7041,CX
110962at7041,CX
11275at7041,CX
113077at7041,CX
116354at7041,CX
116637at7041,CX
117851at7041,CX
118360at7041,CX
118461at7041,CX
119361at7041,CX
119391at7041,CX
121006at7041,CX
121301at7041,CX
12177at7041,CX
121879at7041,CX
122275at7041,CX
122760at7041,CX
12418at7041,CX
125486at7041,CX
128789at7041,CX
131550at7041,CX
132167at7041,CX
132551at7041,CX
13626at7041,CX
16074at7041,CX
163468at7041,CX
163666at7041,CX
164049at7041,CX
164102at7041,CX
164119at7041,CX
164335at7041,CX
164350at7041,CX
164391at7041,CX
164478at7041,CX
164514at7041,CX
164638at7041,CX
164642at7041,CX
164762at7041,CX
164789at7041,CX
164886at7041,CX
164935at7041,CX
164956at7041,CX
165323at7041,CX
165337at7041,CX
165402at7041,CX
165455at7041,CX
165569at7041,CX
165627at7041,CX
165749at7041,CX
165883at7041,CX
165955at7041,CX
166123at7041,CX
166448at7041,CX
166513at7041,CX
166622at7041,CX
166947at7041,CX
166978at7041,CX
166993at7041,CX
166996at7041,CX
167054at7041,CX
167070at7041,CX
167205at7041,CX
167302at7041,CX
167336at7041,CX
167645at7041,CX
167786at7041,CX
167843at7041,CX
167915at7041,CX
167960at7041,CX
167968at7041,CX
167997at7041,CX
168131at7041,CX
168253at7041,CX
168292at7041,CX
168628at7041,CX
168738at7041,CX
168797at7041,CX
168814at7041,CX
168893at7041,CX
168932at7041,CX
169013at7041,CX
169176at7041,CX
169198at7041,CX
169423at7041,CX
169482at7041,CX
169547at7041,CX
169698at7041,CX
170104at7041,CX
170274at7041,CX
170582at7041,CX
170609at7041,CX
170733at7041,CX
170854at7041,CX
170909at7041,CX
171023at7041,CX
17780at7041,CX
17963at7041,CX
18108at7041,CX
18467at7041,CX
18937at7041,CX
19644at7041,CX
20981at7041,CX
21511at7041,CX
21523at7041,CX
22938at7041,CX
22961at7041,CX
23138at7041,CX
23577at7041,CX
24532at7041,CX
25548at7041,CX
26702at7041,CX
2710at7041,CX
28180at7041,CX
30017at7041,CX
31790at7041,CX
32107at7041,CX
32136at7041,CX
33120at7041,CX
33618at7041,CX
3396at7041,CX
34387at7041,CX
3540at7041,CX
36283at7041,CX
37053at7041,CX
37549at7041,CX
38169at7041,CX
38820at7041,CX
39282at7041,CX
39614at7041,CX
39995at7041,CX
40020at7041,CX
40456at7041,CX
43748at7041,CX
46156at7041,CX
4628at7041,CX
46720at7041,CX
47324at7041,CX
47454at7041,CX
48156at7041,CX
48795at7041,CX
495at7041,CX
49834at7041,CX
49931at7041,CX
50848at7041,CX
51213at7041,CX
51443at7041,CX
54490at7041,CX
54853at7041,CX
54936at7041,CX
55256at7041,CX
55581at7041,CX
5560at7041,CX
56265at7041,CX
58530at7041,CX
59293at7041,CX
59406at7041,CX
61458at7041,CX
61760at7041,CX
62454at7041,CX
63423at7041,CX
63537at7041,CX
64269at7041,CX
64816at7041,CX
66712at7041,CX
67257at7041,CX
67835at7041,CX
68195at7041,CX
69498at7041,CX
69749at7041,CX
70723at7041,CX
70811at7041,CX
70927at7041,CX
71018at7041,CX
71090at7041,CX
72741at7041,CX
73007at7041,CX
74765at7041,CX
75173at7041,CX
75689at7041,CX
76550at7041,CX
77196at7041,CX
77512at7041,CX
77593at7041,CX
78271at7041,CX
7844at7041,CX
80148at7041,CX
82453at7041,CX
82989at7041,CX
83565at7041,CX
84279at7041,CX
84627at7041,CX
84984at7041,CX
85026at7041,CX
86418at7041,CX
88701at7041,CX
8997at7041,CX
92148at7041,CX
92177at7041,CX
92377at7041,CX
93077at7041,CX
94744at7041,CX
95418at7041,CX
95917at7041,CX
96678at7041,CX
98020at7041,CX
98815at7041,CX
99058at7041,CX
99238at7041,CX
99560at7041,CX
101435at7041,unassigned
101502at7041,unassigned
103153at7041,unassigned
103208at7041,unassigned
104267at7041,unassigned
104363at7041,unassigned
104552at7041,unassigned
105574at7041,unassigned
10588at7041,unassigned
108601at7041,unassigned
109001at7041,unassigned
111038at7041,unassigned
111043at7041,unassigned
112424at7041,unassigned
113232at7041,unassigned
117201at7041,unassigned
123865at7041,unassigned
124044at7041,unassigned
124195at7041,unassigned
128931at7041,unassigned
130701at7041,unassigned
132418at7041,unassigned
136400at7041,unassigned
14005at7041,unassigned
163663at7041,unassigned
163739at7041,unassigned
163931at7041,unassigned
164063at7041,unassigned
164355at7041,unassigned
164429at7041,unassigned
164492at7041,unassigned
164733at7041,unassigned
164873at7041,unassigned
165834at7041,unassigned
165847at7041,unassigned
165864at7041,unassigned
165887at7041,unassigned
166156at7041,unassigned
166534at7041,unassigned
167707at7041,unassigned
168358at7041,unassigned
168389at7041,unassigned
168433at7041,unassigned
168507at7041,unassigned
168692at7041,unassigned
168693at7041,unassigned
168889at7041,unassigned
168935at7041,unassigned
169083at7041,unassigned
169244at7041,unassigned
169293at7041,unassigned
169398at7041,unassigned
169441at7041,unassigned
169726at7041,unassigned
169876at7041,unassigned
169905at7041,unassigned
170218at7041,unassigned
170608at7041,unassigned
170686at7041,unassigned
171067at7041,unassigned
17191at7041,unassigned
18029at7041,unassigned
2034at7041,unassigned
20746at7041,unassigned
22353at7041,unassigned
24680at7041,unassigned
25431at7041,unassigned
28619at7041,unassigned
29384at7041,unassigned
2962at7041,unassigned
29919at7041,unassigned
30505at7041,unassigned
30603at7041,unassigned
32119at7041,unassigned
36206at7041,unassigned
3723at7041,unassigned
37577at7041,unassigned
38472at7041,unassigned
38575at7041,unassigned
39723at7041,unassigned
40853at7041,unassigned
41475at7041,unassigned
42918at7041,unassigned
43606at7041,unassigned
45297at7041,unassigned
47071at7041,unassigned
50867at7041,unassigned
55552at7041,unassigned
55561at7041,unassigned
5704at7041,unassigned
60328at7041,unassigned
60855at7041,unassigned
64905at7041,unassigned
65038at7041,unassigned
66003at7041,unassigned
68160at7041,unassigned
68393at7041,unassigned
69413at7041,unassigned
70169at7041,unassigned
71553at7041,unassigned
7294at7041,unassigned
74475at7041,unassigned
74506at7041,unassigned
75427at7041,unassigned
77018at7041,unassigned
78442at7041,unassigned
79977at7041,unassigned
80030at7041,unassigned
80364at7041,unassigned
81198at7041,unassigned
84675at7041,unassigned
85552at7041,unassigned
85843at7041,unassigned
8632at7041,unassigned
9010at7041,unassigned
90776at7041,unassigned
92398at7041,unassigned
92496at7041,unassigned
94489at7041,unassigned
97357at7041,unassigned
9739at7041,unassigned
98771at7041,unassigned
98835at7041,unassigned
99265at7041,unassigned
99641at7041,unassigned
99671at7041,unassigned
